cultivar,ciclo,irrigacao,rep,avaliacao,avg_area_f1,avg_area_f2,avg_area_total
CSC 4501,longo,irrigado,3,2,644,786.3025333,1430.302533
CSC 4501,longo,irrigado,3,3,1015.321813,1181.190453,2196.512267
CSC 4501,longo,irrigado,3,4,1274.476,1288.858667,2563.334667
CSC 4501,longo,irrigado,3,5,1566.779013,1475.97072,3042.749733
CSC 4501,longo,nao_irrigado,3,1,183.9693333,281.9603733,465.9297067
CSC 4501,longo,nao_irrigado,3,2,707.70448,808.4947733,1516.199253
CSC 4501,longo,nao_irrigado,3,3,988.8963467,988.057,1976.953347
CSC 4501,longo,nao_irrigado,3,4,1105.415267,1073.548,2178.963267
CSC 4501,longo,nao_irrigado,3,5,1226.656853,1162.3878,2389.044653
BAG 06,longo,irrigado,3,1,216.2208533,228.3194667,444.54032
BAG 06,longo,irrigado,3,2,746.9326667,685.2374667,1432.170133
BAG 06,longo,irrigado,3,3,991.1696667,1016.876,2008.045667
BAG 06,longo,irrigado,3,4,1269.968,1217.911333,2487.879333
BAG 06,longo,irrigado,3,5,1584.358067,1434.1236,3018.481667
BAG 06,longo,nao_irrigado,3,1,123.3217067,199.5197867,322.8414933
BAG 06,longo,nao_irrigado,3,2,494.4095333,535.7436,1030.153133
BAG 06,longo,nao_irrigado,3,3,625.0234667,617.5358933,1242.55936
BAG 06,longo,nao_irrigado,3,4,729.4802667,719.8846667,1449.364933
BAG 06,longo,nao_irrigado,3,5,840.3341333,832.3227733,1672.656907
CSC 4302,medio,irrigado,3,1,129.2293333,128.8322,258.0615333
CSC 4302,medio,irrigado,3,2,837.0690533,793.8373333,1630.906387
CSC 4302,medio,irrigado,3,3,1044.492867,982.7976667,2027.290533
CSC 4302,medio,irrigado,3,4,1210.881,1043.387333,2254.268333
CSC 4302,medio,irrigado,3,5,1298.495053,1103.270747,2401.7658
CSC 4302,medio,nao_irrigado,3,1,135.3902667,177.0141333,312.4044
CSC 4302,medio,nao_irrigado,3,2,538.6437467,598.50784,1137.151587
CSC 4302,medio,nao_irrigado,3,3,729.2548667,714.7756,1444.030467
CSC 4302,medio,nao_irrigado,3,4,766.8966667,769.7946667,1536.691333
CSC 4302,medio,nao_irrigado,3,5,805.4615333,839.3466667,1644.8082
CSC 4303,medio,irrigado,3,1,246.1260667,311.4040533,557.53012
CSC 4303,medio,irrigado,3,2,541.7113333,876.1298,1417.841133
CSC 4303,medio,irrigado,3,3,1084.813707,1143.31896,2228.132667
CSC 4303,medio,irrigado,3,4,1159.146333,1207.5,2366.646333
CSC 4303,medio,irrigado,3,5,1327.96664,1294.27256,2622.2392
CSC 4303,medio,nao_irrigado,3,1,59.9886,89.7414,149.73
CSC 4303,medio,nao_irrigado,3,2,392.9473333,541.443,934.3903333
CSC 4303,medio,nao_irrigado,3,3,551.5430667,694.4273467,1245.970413
CSC 4303,medio,nao_irrigado,3,4,641.7245333,756.4853333,1398.209867
CSC 4303,medio,nao_irrigado,3,5,750.7966667,848.4979067,1599.294573
CSC 444,longo,irrigado,3,1,236.3007733,282.9177867,519.21856
CSC 444,longo,irrigado,3,2,680.0940533,825.286,1505.380053
CSC 444,longo,irrigado,3,3,995.4909067,1148.968987,2144.459893
CSC 444,longo,irrigado,3,4,1307.32,1336.214133,2643.534133
CSC 444,longo,irrigado,3,5,1657.866373,1537.64016,3195.506533
CSC 444,longo,nao_irrigado,3,1,75.18270667,84.92213333,160.10484
CSC 444,longo,nao_irrigado,3,2,598.26312,510.2948667,1108.557987
CSC 444,longo,nao_irrigado,3,3,755.4871333,671.3399467,1426.82708
CSC 444,longo,nao_irrigado,3,4,926.7589333,783.7802,1710.539133
CSC 444,longo,nao_irrigado,3,5,1114.495667,911.6163467,2026.112013
CSC 467,longo,irrigado,3,1,176.7500933,228.0318133,404.7819067
CSC 467,longo,irrigado,3,2,687.8263467,717.4589333,1405.28528
CSC 467,longo,irrigado,3,3,957.93712,947.9980533,1905.935173
CSC 467,longo,irrigado,3,4,1283.492,1249.950333,2533.442333
CSC 467,longo,irrigado,3,5,1421.63,1431.165493,2852.795493
CSC 467,longo,nao_irrigado,3,1,81.5948,179.4978267,261.0926267
CSC 467,longo,nao_irrigado,3,2,641.2479733,691.10216,1332.350133
CSC 467,longo,nao_irrigado,3,3,854.266,816.8066667,1671.072667
CSC 467,longo,nao_irrigado,3,4,911.7537333,911.1526667,1822.9064
CSC 467,longo,nao_irrigado,3,5,1044.868533,1010.865333,2055.733867
